attribute,start,min,max,name
Attack,44,83,205,salandit
Defense,40,76,196,salandit
Sp. Atk,71,132,265,salandit
Sp. Def,40,76,196,salandit
Speed,77,143,278,salandit
HP,50,210,304,toxapex
Attack,63,117,247,toxapex
Defense,152,278,443,toxapex
Sp. Atk,53,99,225,toxapex
Sp. Def,142,260,421,toxapex
Speed,35,67,185,toxapex
HP,50,210,304,skrelp
Attack,60,112,240,skrelp
Defense,60,112,240,skrelp
Sp. Atk,60,112,240,skrelp
Sp. Def,60,112,240,skrelp
Speed,30,58,174,skrelp
HP,50,210,304,mareanie
Attack,53,99,225,mareanie
Defense,62,116,245,mareanie
Sp. Atk,43,81,203,mareanie
Sp. Def,52,98,223,mareanie
Speed,45,85,207,mareanie
HP,114,338,432,amoonguss
Attack,85,157,295,amoonguss
Defense,70,130,262,amoonguss
Sp. Atk,85,157,295,amoonguss
Sp. Def,80,148,284,amoonguss
Speed,30,58,174,amoonguss
HP,69,248,342,foongus
Attack,55,103,229,foongus
Defense,45,85,207,foongus
Sp. Atk,55,103,229,foongus
Sp. Def,55,103,229,foongus
Speed,15,31,141,foongus
HP,60,230,324,roserade
Attack,70,130,262,roserade
Defense,65,121,251,roserade
Sp. Atk,125,229,383,roserade
Sp. Def,105,193,339,roserade
Speed,90,166,306,roserade
HP,40,190,284,budew
Attack,30,58,174,budew
Defense,35,67,185,budew
Sp. Atk,50,94,218,budew
Sp. Def,70,130,262,budew
Speed,55,103,229,budew
HP,80,270,364,garbodor
Attack,95,175,317,garbodor
Defense,82,152,289,garbodor
Sp. Atk,60,112,240,garbodor
Sp. Def,82,152,289,garbodor
Speed,75,139,273,garbodor
HP,73,256,350,seviper
Attack,100,184,328,seviper
Defense,60,112,240,seviper
Sp. Atk,100,184,328,seviper
Sp. Def,60,112,240,seviper
Speed,65,121,251,seviper
HP,50,210,304,trubbish
Attack,50,94,218,trubbish
Defense,62,116,245,trubbish
Sp. Atk,40,76,196,trubbish
Sp. Def,62,116,245,trubbish
Speed,65,121,251,trubbish
HP,100,310,404,swalot
Attack,73,135,269,swalot
Defense,83,153,291,swalot
Sp. Atk,73,135,269,swalot
Sp. Def,83,153,291,swalot
Speed,55,103,229,swalot
HP,70,250,344,gulpin
Attack,43,81,203,gulpin
Defense,53,99,225,gulpin
Sp. Atk,43,81,203,gulpin
Sp. Def,53,99,225,gulpin
Speed,40,76,196,gulpin
HP,100,310,404,spectrier
Attack,65,121,251,spectrier
Defense,60,112,240,spectrier
Sp. Atk,145,265,427,spectrier
Sp. Def,80,148,284,spectrier
Speed,130,238,394,spectrier
HP,60,230,324,cursola
Attack,95,175,317,cursola
Defense,50,94,218,cursola
Sp. Atk,145,265,427,cursola
Sp. Def,130,238,394,cursola
Speed,30,58,174,cursola
HP,65,240,334,qwilfish
Attack,95,175,317,qwilfish
Defense,85,157,295,qwilfish
Sp. Atk,55,103,229,qwilfish
Sp. Def,55,103,229,qwilfish
Speed,85,157,295,qwilfish
HP,50,210,304,roselia
Attack,60,112,240,roselia
Defense,45,85,207,roselia
Sp. Atk,100,184,328,roselia
Sp. Def,80,148,284,roselia
Speed,65,121,251,roselia
HP,40,190,284,sinistea
Attack,45,85,207,sinistea
Defense,45,85,207,sinistea
Sp. Atk,74,137,271,sinistea
Sp. Def,54,101,227,sinistea
Speed,50,94,218,sinistea
HP,53,216,310,blacephalon
Attack,127,233,388,blacephalon
Defense,53,99,225,blacephalon
Sp. Atk,151,276,441,blacephalon
Sp. Def,79,146,282,blacephalon
Speed,107,197,344,blacephalon
HP,78,266,360,decidueye
Attack,107,197,344,decidueye
Defense,75,139,273,decidueye
Sp. Atk,100,184,328,decidueye
Sp. Def,100,184,328,decidueye
Speed,70,130,262,decidueye
HP,70,250,344,dhelmise
Attack,131,240,397,dhelmise
Defense,100,184,328,dhelmise
Sp. Atk,86,159,298,dhelmise
Sp. Def,90,166,306,dhelmise
Speed,40,76,196,dhelmise
HP,40,190,284,koffing
Attack,65,121,251,koffing
Defense,95,175,317,koffing
Sp. Atk,60,112,240,koffing
Sp. Def,45,85,207,koffing
Speed,35,67,185,koffing
HP,90,290,384,marshadow
Attack,125,229,383,marshadow
Defense,80,148,284,marshadow
Sp. Atk,90,166,306,marshadow
Sp. Def,90,166,306,marshadow
Speed,125,229,383,marshadow
HP,105,320,414,zarude
Attack,120,220,372,zarude
Defense,105,193,339,zarude
Sp. Atk,70,130,262,zarude
Sp. Def,95,175,317,zarude
Speed,105,193,339,zarude
HP,65,240,334,gourgeist
Attack,90,166,306,gourgeist
Defense,122,224,377,gourgeist
Sp. Atk,58,108,236,gourgeist
Sp. Def,75,139,273,gourgeist
Speed,84,155,293,gourgeist
HP,55,220,314,gourgeist
Attack,85,157,295,gourgeist
Defense,122,224,377,gourgeist
HP,100,310,404,urshifu
Attack,130,238,394,urshifu
Defense,100,184,328,urshifu
Sp. Atk,63,117,247,urshifu
Sp. Def,60,112,240,urshifu
Speed,97,179,322,urshifu
HP,100,310,404,urshifu
Attack,130,238,394,urshifu
Defense,100,184,328,urshifu
Sp. Atk,63,117,247,urshifu
Sp. Def,60,112,240,urshifu
Speed,97,179,322,urshifu
HP,70,250,344,thievul
Attack,58,108,236,thievul
Defense,58,108,236,thievul
Sp. Atk,87,161,300,thievul
Sp. Def,92,170,311,thievul
Speed,90,166,306,thievul
HP,93,296,390,obstagoon
Attack,90,166,306,obstagoon
Defense,101,186,331,obstagoon
Sp. Atk,60,112,240,obstagoon
Sp. Def,81,150,287,obstagoon
Speed,95,175,317,obstagoon
HP,60,230,324,polteageist
Attack,65,121,251,polteageist
Defense,65,121,251,polteageist
Sp. Atk,134,245,403,polteageist
Sp. Def,114,209,359,polteageist
Speed,70,130,262,polteageist
HP,40,190,284,nickit
Attack,28,54,170,nickit
Defense,28,54,170,nickit
Sp. Atk,47,89,212,nickit
Sp. Def,52,98,223,nickit
Speed,50,94,218,nickit
HP,95,300,394,incineroar
Attack,115,211,361,incineroar
Defense,90,166,306,incineroar
Sp. Atk,80,148,284,incineroar
Sp. Def,90,166,306,incineroar
Speed,60,112,240,incineroar
HP,95,300,394,pangoro
Attack,124,227,381,pangoro
Defense,78,144,280,pangoro
Sp. Atk,69,128,260,pangoro
Sp. Def,71,132,265,pangoro
Speed,58,108,236,pangoro
HP,72,254,348,greninja
Attack,95,175,317,greninja
Defense,67,125,256,greninja
Sp. Atk,103,189,335,greninja
Sp. Def,71,132,265,greninja
Speed,122,224,377,greninja
HP,72,254,348,greninja
Attack,145,265,427,greninja
Defense,67,125,256,greninja
HP,65,240,334,scrafty
Attack,90,166,306,scrafty
Defense,115,211,361,scrafty
Sp. Atk,45,85,207,scrafty
Sp. Def,115,211,361,scrafty
Speed,58,108,236,scrafty
HP,64,238,332,liepard
Attack,88,162,302,liepard
Defense,50,94,218,liepard
Sp. Atk,88,162,302,liepard
Sp. Def,50,94,218,liepard
Speed,106,195,342,liepard
HP,58,226,320,morpeko
Attack,95,175,317,morpeko
Defense,58,108,236,morpeko
Sp. Atk,70,130,262,morpeko
Sp. Def,58,108,236,morpeko
Speed,97,179,322,morpeko
HP,58,226,320,morpeko
Attack,95,175,317,morpeko
Defense,58,108,236,morpeko
Sp. Atk,70,130,262,morpeko
Sp. Def,58,108,236,morpeko
Speed,97,179,322,morpeko
Sp. Atk,58,108,236,gourgeist
Sp. Def,75,139,273,gourgeist
Speed,99,182,326,gourgeist
HP,75,260,354,gourgeist
Attack,95,175,317,gourgeist
Defense,122,224,377,gourgeist
Sp. Atk,58,108,236,gourgeist
Sp. Def,75,139,273,gourgeist
Speed,69,128,260,gourgeist
HP,85,280,374,gourgeist
Attack,100,184,328,gourgeist
Defense,122,224,377,gourgeist
Sp. Atk,58,108,236,gourgeist
Sp. Def,75,139,273,gourgeist
Speed,54,101,227,gourgeist
Sp. Atk,153,279,445,greninja
Sp. Def,71,132,265,greninja
Speed,132,242,399,greninja
HP,50,210,304,scraggy
Attack,75,139,273,scraggy
Defense,70,130,262,scraggy
Sp. Atk,35,67,185,scraggy
Sp. Def,70,130,262,scraggy
Speed,48,90,214,scraggy
HP,41,192,286,purrloin
Attack,50,94,218,purrloin
Defense,37,71,190,purrloin
Sp. Atk,50,94,218,purrloin
Sp. Def,37,71,190,purrloin
Speed,66,123,254,purrloin
HP,100,310,404,calyrex
HP,60,230,324,indeedee
Attack,65,121,251,indeedee
Defense,55,103,229,indeedee
Sp. Atk,105,193,339,indeedee
Sp. Def,95,175,317,indeedee
Speed,95,175,317,indeedee
HP,70,250,344,indeedee
Attack,55,103,229,indeedee
Defense,65,121,251,indeedee
Sp. Atk,95,175,317,indeedee
Sp. Def,105,193,339,indeedee
Speed,85,157,295,indeedee
Attack,80,148,284,calyrex
Defense,80,148,284,calyrex
Sp. Atk,80,148,284,calyrex
Sp. Def,80,148,284,calyrex
Speed,80,148,284,calyrex
HP,100,310,404,calyrex
Attack,165,301,471,calyrex
Defense,150,274,438,calyrex
Sp. Atk,85,157,295,calyrex
Sp. Def,130,238,394,calyrex
Speed,50,94,218,calyrex
HP,100,310,404,calyrex
Attack,85,157,295,calyrex
Defense,80,148,284,calyrex
Sp. Atk,165,301,471,calyrex
Sp. Def,100,184,328,calyrex
Speed,150,274,438,calyrex
HP,43,196,290,cosmog
Attack,29,56,172,cosmog
Defense,31,60,177,cosmog
Sp. Atk,29,56,172,cosmog
Sp. Def,31,60,177,cosmog
Speed,37,71,190,cosmog
HP,68,246,340,bruxish
Attack,105,193,339,bruxish
Defense,70,130,262,bruxish
Sp. Atk,70,130,262,bruxish
Sp. Def,70,130,262,bruxish
Speed,92,170,311,bruxish
HP,42,194,288,hatenna
Attack,30,58,174,hatenna
Defense,45,85,207,hatenna
Sp. Atk,56,105,232,hatenna
Sp. Def,53,99,225,hatenna
Speed,39,74,194,hatenna
HP,57,224,318,hattrem
Attack,40,76,196,hattrem
Defense,65,121,251,hattrem
Sp. Atk,86,159,298,hattrem
Sp. Def,73,135,269,hattrem
Speed,49,92,216,hattrem
HP,137,384,478,lunala
Attack,113,207,357,lunala
Defense,89,164,304,lunala
Sp. Atk,137,251,410,lunala
Sp. Def,107,197,344,lunala
Speed,97,179,322,lunala
HP,80,270,364,mr-rime
Attack,85,157,295,mr-rime
Defense,75,139,273,mr-rime
Sp. Atk,110,202,350,mr-rime
Sp. Def,100,184,328,mr-rime
Speed,70,130,262,mr-rime
HP,90,290,384,oranguru
Attack,60,112,240,oranguru
Defense,80,148,284,oranguru
Sp. Atk,90,166,306,oranguru
Sp. Def,110,202,350,oranguru
Speed,60,112,240,oranguru
HP,43,196,290,cosmoem
Attack,29,56,172,cosmoem
Defense,131,240,397,cosmoem
Sp. Atk,29,56,172,cosmoem
Sp. Def,131,240,397,cosmoem
Speed,37,71,190,cosmoem
HP,75,260,354,sawk
Attack,125,229,383,sawk
Defense,75,139,273,sawk
Sp. Atk,30,58,174,sawk
Sp. Def,75,139,273,sawk
Speed,85,157,295,sawk
HP,53,216,310,inkay
Attack,54,101,227,inkay
Defense,53,99,225,inkay
Sp. Atk,37,71,190,inkay
Sp. Def,46,87,210,inkay
Speed,45,85,207,inkay
HP,62,234,328,espurr
Attack,48,90,214,espurr
Defense,54,101,227,espurr
Sp. Atk,63,117,247,espurr
Sp. Def,60,112,240,espurr
Speed,68,126,258,espurr
HP,80,270,364,hoopa
Attack,110,202,350,hoopa
Defense,60,112,240,hoopa
Sp. Atk,150,274,438,hoopa
Sp. Def,130,238,394,hoopa
Speed,70,130,262,hoopa
HP,80,270,364,hoopa
Attack,160,292,460,hoopa
Defense,60,112,240,hoopa
Sp. Atk,170,310,482,hoopa
Sp. Def,130,238,394,hoopa
Speed,80,148,284,hoopa
HP,74,258,352,meowstic
HP,86,282,376,malamar
Attack,92,170,311,malamar
Defense,88,162,302,malamar
Sp. Atk,68,126,258,malamar
Sp. Def,75,139,273,malamar
Speed,73,135,269,malamar
Attack,48,90,214,meowstic
Defense,76,141,276,meowstic
Sp. Atk,83,153,291,meowstic
Sp. Def,81,150,287,meowstic
Speed,104,191,337,meowstic
HP,74,258,352,meowstic
Attack,48,90,214,meowstic
Defense,76,141,276,meowstic
Sp. Atk,83,153,291,meowstic
Sp. Def,81,150,287,meowstic
Speed,104,191,337,meowstic
HP,75,260,354,timburr
Attack,80,148,284,timburr
Defense,55,103,229,timburr
Sp. Atk,25,49,163,timburr
Sp. Def,35,67,185,timburr
Speed,35,67,185,timburr
HP,85,280,374,gurdurr
Attack,105,193,339,gurdurr
Defense,85,157,295,gurdurr
Sp. Atk,40,76,196,gurdurr
Sp. Def,50,94,218,gurdurr
Speed,40,76,196,gurdurr
HP,120,350,444,throh
Attack,100,184,328,throh
Defense,85,157,295,throh
Sp. Atk,30,58,174,throh
Sp. Def,85,157,295,throh
Speed,45,85,207,throh
HP,83,276,370,toxicroak
Attack,106,195,342,toxicroak
Defense,65,121,251,toxicroak
Sp. Atk,86,159,298,toxicroak
Sp. Def,65,121,251,toxicroak
Speed,85,157,295,toxicroak
HP,110,330,424,emboar
Attack,123,225,379,emboar
Defense,65,121,251,emboar
Sp. Atk,100,184,328,emboar
Sp. Def,65,121,251,emboar
Speed,65,121,251,emboar
HP,90,290,384,pignite
Attack,93,171,313,pignite
Defense,55,103,229,pignite
Sp. Atk,70,130,262,pignite
Sp. Def,55,103,229,pignite
Speed,55,103,229,pignite
HP,105,320,414,conkeldurr
Attack,140,256,416,conkeldurr
Defense,95,175,317,conkeldurr
Sp. Atk,55,103,229,conkeldurr
Sp. Def,65,121,251,conkeldurr
HP,48,206,300,croagunk
Attack,61,114,243,croagunk
Defense,40,76,196,croagunk
Sp. Atk,61,114,243,croagunk
Sp. Def,40,76,196,croagunk
Speed,50,94,218,croagunk
Speed,45,85,207,conkeldurr
HP,144,398,492,hariyama
HP,40,190,284,riolu
Attack,70,130,262,riolu
Defense,40,76,196,riolu
Sp. Atk,35,67,185,riolu
Sp. Def,40,76,196,riolu
Speed,60,112,240,riolu
HP,64,238,332,monferno
Attack,78,144,280,monferno
Defense,52,98,223,monferno
Sp. Atk,78,144,280,monferno
Sp. Def,52,98,223,monferno
Speed,81,150,287,monferno
HP,80,270,364,blaziken
Attack,120,220,372,blaziken
Defense,70,130,262,blaziken
Sp. Atk,110,202,350,blaziken
Sp. Def,70,130,262,blaziken
Speed,80,148,284,blaziken
HP,80,270,364,blaziken
Attack,160,292,460,blaziken
Defense,80,148,284,blaziken
Sp. Atk,130,238,394,blaziken
Sp. Def,80,148,284,blaziken
Speed,100,184,328,blaziken
HP,60,230,324,breloom
Attack,130,238,394,breloom
Defense,80,148,284,breloom
Sp. Atk,60,112,240,breloom
Sp. Def,60,112,240,breloom
Speed,70,130,262,breloom
Attack,120,220,372,hariyama
Defense,60,112,240,hariyama
Sp. Atk,40,76,196,hariyama
Sp. Def,60,112,240,hariyama
Speed,50,94,218,hariyama
HP,65,240,334,lopunny
Attack,76,141,276,lopunny
Defense,84,155,293,lopunny
Sp. Atk,54,101,227,lopunny
Sp. Def,96,177,320,lopunny
Speed,105,193,339,lopunny
HP,65,240,334,lopunny
Attack,136,249,408,lopunny
Defense,94,173,315,lopunny
Sp. Atk,54,101,227,lopunny
Sp. Def,96,177,320,lopunny
Speed,135,247,405,lopunny
HP,72,254,348,makuhita
Attack,60,112,240,makuhita
Defense,30,58,174,makuhita
Sp. Atk,20,40,152,makuhita
Sp. Def,30,58,174,makuhita
Speed,25,49,163,makuhita
HP,76,262,356,infernape
Attack,104,191,337,infernape
Defense,71,132,265,infernape
Sp. Atk,104,191,337,infernape
Sp. Def,71,132,265,infernape
Speed,108,198,346,infernape
HP,35,180,274,tyrogue
Attack,35,67,185,tyrogue
Defense,35,67,185,tyrogue
Sp. Atk,35,67,185,tyrogue
Sp. Def,35,67,185,tyrogue
Speed,35,67,185,tyrogue
HP,60,230,324,combusken
Attack,85,157,295,combusken
Defense,60,112,240,combusken
Sp. Atk,85,157,295,combusken
Sp. Def,60,112,240,combusken
Speed,55,103,229,combusken
HP,50,210,304,hitmonchan
Attack,105,193,339,hitmonchan
Defense,79,146,282,hitmonchan
Sp. Atk,35,67,185,hitmonchan
Sp. Def,110,202,350,hitmonchan
Speed,76,141,276,hitmonchan
HP,50,210,304,hitmonlee
Attack,120,220,372,hitmonlee
Defense,53,99,225,hitmonlee
Sp. Atk,35,67,185,hitmonlee
Sp. Def,110,202,350,hitmonlee
Speed,87,161,300,hitmonlee
HP,50,210,304,hitmontop
Attack,95,175,317,hitmontop
Defense,95,175,317,hitmontop
Sp. Atk,35,67,185,hitmontop
Sp. Def,110,202,350,hitmontop
Speed,70,130,262,hitmontop
HP,90,290,384,machamp
Attack,130,238,394,machamp
Defense,80,148,284,machamp
Sp. Atk,65,121,251,machamp
Sp. Def,85,157,295,machamp
Speed,55,103,229,machamp
HP,80,270,364,machoke
Attack,100,184,328,machoke
Defense,70,130,262,machoke
Sp. Atk,50,94,218,machoke
Sp. Def,60,112,240,machoke
Speed,45,85,207,machoke
HP,85,280,374,palossand
Attack,75,139,273,palossand
Defense,110,202,350,palossand
Sp. Atk,100,184,328,palossand
Sp. Def,75,139,273,palossand
Speed,35,67,185,palossand
HP,70,250,344,machop
Attack,80,148,284,machop
Defense,50,94,218,machop
Sp. Atk,35,67,185,machop
Sp. Def,35,67,185,machop
Speed,35,67,185,machop
HP,90,290,384,poliwrath
Attack,95,175,317,poliwrath
Defense,95,175,317,poliwrath
Sp. Atk,70,130,262,poliwrath
Sp. Def,90,166,306,poliwrath
Speed,70,130,262,poliwrath
HP,65,240,334,primeape
Attack,105,193,339,primeape
Defense,60,112,240,primeape
Sp. Atk,60,112,240,primeape
Sp. Def,70,130,262,primeape
Speed,95,175,317,primeape
HP,58,226,320,runerigus
Attack,95,175,317,runerigus
Defense,145,265,427,runerigus
Sp. Atk,50,94,218,runerigus
Sp. Def,105,193,339,runerigus
Speed,30,58,174,runerigus
HP,52,214,308,silicobra
Attack,57,107,234,silicobra
Defense,75,139,273,silicobra
Sp. Atk,35,67,185,silicobra
Sp. Def,50,94,218,silicobra
Speed,46,87,210,silicobra
HP,40,190,284,mankey
Attack,80,148,284,mankey
Defense,35,67,185,mankey
Sp. Atk,35,67,185,mankey
Sp. Def,45,85,207,mankey
Speed,70,130,262,mankey
HP,72,254,348,sandaconda
Attack,107,197,344,sandaconda
Defense,125,229,383,sandaconda
Sp. Atk,65,121,251,sandaconda
Sp. Def,70,130,262,sandaconda
Speed,71,132,265,sandaconda
HP,100,310,404,mudsdale
Attack,125,229,383,mudsdale
Defense,100,184,328,mudsdale
Sp. Atk,55,103,229,mudsdale
Sp. Def,85,157,295,mudsdale
Speed,35,67,185,mudsdale
HP,70,250,344,mudbray
Attack,100,184,328,mudbray
Defense,70,130,262,mudbray
Sp. Atk,45,85,207,mudbray
Sp. Def,55,103,229,mudbray
Speed,45,85,207,mudbray
HP,55,220,314,sandygast
Attack,55,103,229,sandygast
Defense,80,148,284,sandygast
Sp. Atk,70,130,262,sandygast
Sp. Def,45,85,207,sandygast
Speed,15,31,141,sandygast
HP,85,280,374,diggersby
Attack,56,105,232,diggersby
Defense,77,143,278,diggersby
Sp. Atk,50,94,218,diggersby
Sp. Def,77,143,278,diggersby
Speed,78,144,280,diggersby
HP,105,320,414,seismitoad
Attack,95,175,317,seismitoad
Defense,75,139,273,seismitoad
Sp. Atk,85,157,295,seismitoad
Sp. Def,75,139,273,seismitoad
Speed,74,137,271,seismitoad
HP,60,230,324,krokorok
HP,60,230,324,drilbur
Attack,85,157,295,drilbur
Defense,40,76,196,drilbur
Sp. Atk,30,58,174,drilbur
Sp. Def,45,85,207,drilbur
Speed,68,126,258,drilbur
HP,75,260,354,palpitoad
Attack,65,121,251,palpitoad
Defense,55,103,229,palpitoad
Sp. Atk,65,121,251,palpitoad
Sp. Def,55,103,229,palpitoad
Speed,69,128,260,palpitoad
HP,50,210,304,sandile
Attack,72,134,267,sandile
Defense,35,67,185,sandile
Sp. Atk,35,67,185,sandile
Sp. Def,35,67,185,sandile
Speed,65,121,251,sandile
HP,95,300,394,krookodile
Attack,117,215,366,krookodile
Defense,80,148,284,krookodile
Sp. Atk,65,121,251,krookodile
Sp. Def,70,130,262,krookodile
Speed,92,170,311,krookodile
Attack,82,152,289,krokorok
Defense,45,85,207,krokorok
Sp. Atk,45,85,207,krokorok
Sp. Def,45,85,207,krokorok
Speed,74,137,271,krokorok
HP,68,246,340,hippopotas
Attack,72,134,267,hippopotas
Defense,78,144,280,hippopotas
Sp. Atk,38,72,192,hippopotas
Sp. Def,42,80,201,hippopotas
Speed,32,62,179,hippopotas
HP,108,326,420,hippowdon
Attack,112,206,355,hippowdon
Defense,118,216,368,hippowdon
Sp. Atk,68,126,258,hippowdon
Sp. Def,72,134,267,hippowdon
Speed,47,89,212,hippowdon
HP,110,330,424,whiscash
Attack,78,144,280,whiscash
Defense,73,135,269,whiscash
Sp. Atk,76,141,276,whiscash
Sp. Def,71,132,265,whiscash
Speed,60,112,240,whiscash
HP,95,300,394,torterra
Attack,109,200,348,torterra
Defense,105,193,339,torterra
Sp. Atk,75,139,273,torterra
Sp. Def,85,157,295,torterra
Speed,56,105,232,torterra
HP,100,310,404,groudon
Attack,150,274,438,groudon
HP,110,330,424,coalossal
Attack,80,148,284,coalossal
Defense,120,220,372,coalossal
Sp. Atk,80,148,284,coalossal
Sp. Def,90,166,306,coalossal
Speed,30,58,174,coalossal
HP,100,310,404,stonjourner
Attack,125,229,383,stonjourner
Defense,135,247,405,stonjourner
Sp. Atk,20,40,152,stonjourner
Sp. Def,20,40,152,stonjourner
Speed,70,130,262,stonjourner
Defense,140,256,416,groudon
Sp. Atk,100,184,328,groudon
Sp. Def,90,166,306,groudon
Speed,90,166,306,groudon
HP,100,310,404,groudon
Attack,180,328,504,groudon
Defense,160,292,460,groudon
Sp. Atk,150,274,438,groudon
Sp. Def,90,166,306,groudon
Speed,90,166,306,groudon
HP,111,332,426,gastrodon
Attack,83,153,291,gastrodon
Defense,68,126,258,gastrodon
Sp. Atk,92,170,311,gastrodon
Sp. Def,82,152,289,gastrodon
Speed,39,74,194,gastrodon
HP,80,270,364,carkol
Attack,60,112,240,carkol
Defense,90,166,306,carkol
Sp. Atk,60,112,240,carkol
Sp. Def,70,130,262,carkol
Speed,50,94,218,carkol
HP,30,170,264,rolycoly
Attack,40,76,196,rolycoly
Defense,50,94,218,rolycoly
Sp. Atk,40,76,196,rolycoly
Sp. Def,50,94,218,rolycoly
Speed,30,58,174,rolycoly
HP,75,260,354,lycanroc
HP,109,328,422,nihilego
Attack,53,99,225,nihilego
Defense,47,89,212,nihilego
Sp. Atk,127,233,388,nihilego
Sp. Def,131,240,397,nihilego
Speed,103,189,335,nihilego
Attack,115,211,361,lycanroc
Defense,65,121,251,lycanroc
Sp. Atk,55,103,229,lycanroc
Sp. Def,65,121,251,lycanroc
Speed,112,206,355,lycanroc
HP,85,280,374,lycanroc
Attack,115,211,361,lycanroc
Defense,75,139,273,lycanroc
Sp. Atk,55,103,229,lycanroc
Sp. Def,75,139,273,lycanroc
Speed,82,152,289,lycanroc
HP,75,260,354,lycanroc
Attack,117,215,366,lycanroc
Defense,65,121,251,lycanroc
Sp. Atk,55,103,229,lycanroc
Sp. Def,65,121,251,lycanroc
Speed,110,202,350,lycanroc
HP,42,194,288,binacle
Attack,52,98,223,binacle
Defense,67,125,256,binacle
Sp. Atk,39,74,194,binacle
Sp. Def,56,105,232,binacle
Speed,50,94,218,binacle
HP,77,264,358,amaura
Attack,59,110,238,amaura
Defense,50,94,218,amaura
Sp. Atk,67,125,256,amaura
Sp. Def,63,117,247,amaura
Speed,46,87,210,amaura
HP,72,254,348,barbaracle
Attack,105,193,339,barbaracle
Defense,115,211,361,barbaracle
Sp. Atk,54,101,227,barbaracle
Sp. Def,86,159,298,barbaracle
Speed,68,126,258,barbaracle
HP,91,292,386,terrakion
Attack,129,236,392,terrakion
Defense,90,166,306,terrakion
Sp. Atk,72,134,267,terrakion
Sp. Def,90,166,306,terrakion
Speed,108,198,346,terrakion
HP,90,290,384,drednaw
Attack,115,211,361,drednaw
Defense,90,166,306,drednaw
Sp. Atk,48,90,214,drednaw
Sp. Def,68,126,258,drednaw
Speed,74,137,271,drednaw
HP,123,356,450,aurorus
Attack,77,143,278,aurorus
Defense,72,134,267,aurorus
Sp. Atk,99,182,326,aurorus
Sp. Def,92,170,311,aurorus
Speed,58,108,236,aurorus
HP,45,200,294,rockruff
Attack,65,121,251,rockruff
Defense,40,76,196,rockruff
Sp. Atk,30,58,174,rockruff
Sp. Def,40,76,196,rockruff
Speed,60,112,240,rockruff
HP,45,200,294,rockruff
Attack,65,121,251,rockruff
Defense,40,76,196,rockruff
Sp. Atk,30,58,174,rockruff
Sp. Def,40,76,196,rockruff
Speed,60,112,240,rockruff
HP,74,258,352,carracosta
Attack,108,198,346,carracosta
Defense,133,243,401,carracosta
Sp. Atk,83,153,291,carracosta
Sp. Def,65,121,251,carracosta
Speed,32,62,179,carracosta
HP,54,218,312,tirtouga
Attack,78,144,280,tirtouga
Defense,103,189,335,tirtouga
Sp. Atk,53,99,225,tirtouga
Sp. Def,45,85,207,tirtouga
HP,85,280,374,gigalith
Attack,135,247,405,gigalith
Defense,130,238,394,gigalith
Sp. Atk,60,112,240,gigalith
Sp. Def,80,148,284,gigalith
Speed,25,49,163,gigalith
HP,115,340,434,rhyperior
Attack,140,256,416,rhyperior
Defense,130,238,394,rhyperior
Sp. Atk,55,103,229,rhyperior
Sp. Def,55,103,229,rhyperior
Speed,40,76,196,rhyperior
Speed,22,44,157,tirtouga
HP,97,304,398,rampardos
Attack,165,301,471,rampardos
Defense,60,112,240,rampardos
Sp. Atk,65,121,251,rampardos
Sp. Def,50,94,218,rampardos
Speed,58,108,236,rampardos
HP,70,250,344,boldore
Attack,105,193,339,boldore
Defense,105,193,339,boldore
Sp. Atk,50,94,218,boldore
Sp. Def,40,76,196,boldore
Speed,20,40,152,boldore
HP,55,220,314,roggenrola
Attack,75,139,273,roggenrola
Defense,85,157,295,roggenrola
Sp. Atk,25,49,163,roggenrola
Sp. Def,25,49,163,roggenrola
Speed,15,31,141,roggenrola
HP,67,244,338,cranidos
Attack,125,229,383,cranidos
Defense,40,76,196,cranidos
Sp. Atk,30,58,174,cranidos
Sp. Def,30,58,174,cranidos
Speed,58,108,236,cranidos
HP,75,260,354,sunflora
Attack,75,139,273,sunflora
Defense,55,103,229,sunflora
Sp. Atk,105,193,339,sunflora
Sp. Def,85,157,295,sunflora
Speed,30,58,174,sunflora
HP,50,210,304,bonsly
Attack,80,148,284,bonsly
Defense,95,175,317,bonsly
Sp. Atk,10,22,130,bonsly
Sp. Def,45,85,207,bonsly
Speed,10,22,130,bonsly
HP,40,190,284,treecko
Attack,45,85,207,treecko
Defense,35,67,185,treecko
Sp. Atk,65,121,251,treecko
Sp. Def,55,103,229,treecko
Speed,70,130,262,treecko
HP,50,210,304,grovyle
Attack,65,121,251,grovyle
Defense,45,85,207,grovyle
Sp. Atk,85,157,295,grovyle
Sp. Def,65,121,251,grovyle
Speed,95,175,317,grovyle
HP,75,260,354,bellossom
Attack,80,148,284,bellossom
Defense,95,175,317,bellossom
Sp. Atk,90,166,306,bellossom
Sp. Def,100,184,328,bellossom
Speed,50,94,218,bellossom
HP,80,270,364,meganium
Attack,82,152,289,meganium
Defense,100,184,328,meganium
Sp. Atk,83,153,291,meganium
Sp. Def,100,184,328,meganium
Speed,80,148,284,meganium
HP,60,230,324,bayleef
Attack,62,116,245,bayleef
Defense,80,148,284,bayleef
Sp. Atk,63,117,247,bayleef
Sp. Def,80,148,284,bayleef
Speed,60,112,240,bayleef
HP,95,300,394,beartic
Attack,130,238,394,beartic
Defense,80,148,284,beartic
